Chr	Start	End	GeneID	Symbol	Description	Region	DistanceTSS	logFC	pValue	FDR	Direction
chr16	49676074	49676474	ENSMUSG00000055447	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	Promoter (<=1kb)	50	0.6789729083868989	3.68343869619297e-06	6.49261543678351e-05	treated
chr5	88712831	88713231	ENSMUSG00000029291	Rufy3	RUN and FYVE domain containing 3	Promoter (<=1kb)	0	0.679043189301631	3.7007864280824202e-06	6.51534361526424e-05	treated
chr6	39183086	39183486	ENSMUSG00000042599	Kdm7a	lysine (K)-specific demethylase 7A	Promoter (<=1kb)	221	0.707347319588701	3.71399023706236e-06	6.528814771770191e-05	treated
chr12	73954699	73955099	ENSMUSG00000021109	Hif1a	hypoxia inducible factor 1, alpha subunit	Promoter (<=1kb)	58	0.693212512801852	3.7173634346442705e-06	6.528814771770191e-05	treated
chr6	70821447	70821847	ENSMUSG00000031668	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	Promoter (<=1kb)	0	0.7044769888190341	3.7309897115355798e-06	6.54488962587116e-05	treated
chr2	156153975	156154375	ENSMUSG00000038085	Cnbd2	cyclic nucleotide binding domain containing 2	Promoter (<=1kb)	-18	0.6303394161379531	3.74695951044815e-06	6.561728518984061e-05	treated
chr3	14951209	14951609	ENSMUSG00000027562	Car2	carbonic anhydrase 2	Promoter (<=1kb)	0	0.571761238398562	3.7495591537051804e-06	6.561728518984061e-05	treated
chr17	29566429	29566829	ENSMUSG00000024012	Mtch1	mitochondrial carrier 1	Promoter (<=1kb)	77	0.5795942514781529	3.7553175991196403e-06	6.56395417862847e-05	treated
chr2	146353622	146354022	ENSMUSG00000037110	Ralgapa2	Ral GTPase activating protein, alpha subunit 2 (catalytic)	Promoter (<=1kb)	0	0.610769446797922	3.7728813060647003e-06	6.58678442812966e-05	treated
chr3	103186644	103187044	ENSMUSG00000033014	Trim33	tripartite motif-containing 33	Promoter (<=1kb)	35	0.5891185452081229	3.79332875113899e-06	6.60635799949146e-05	treated
chr8	73072839	73073239	ENSMUSG00000055148	Klf2	Kruppel-like factor 2 (lung)	Promoter (<=1kb)	0	0.6725490516669549	3.79858032510317e-06	6.60635799949146e-05	treated
chr19	32463215	32463615	ENSMUSG00000024896	Minpp1	multiple inositol polyphosphate histidine phosphatase 1	Promoter (<=1kb)	46	0.6263985572919101	3.8004465284757795e-06	6.60635799949146e-05	treated
chr17	32583101	32583501	ENSMUSG00000024050	Wiz	widely-interspaced zinc finger motifs	Promoter (<=1kb)	0	0.6484433914975689	3.8021554583539397e-06	6.60635799949146e-05	treated
chr9	79974517	79974917	ENSMUSG00000034252	Senp6	SUMO/sentrin specific peptidase 6	Promoter (<=1kb)	332	0.765462570146645	3.82825711007515e-06	6.6438198719335e-05	treated
chr16	50250312	50250712	ENSMUSG00000022641	Bbx	bobby sox HMG box containing	Promoter (2-3kb)	2040	0.730385399097116	3.83972937482809e-06	6.65583421252783e-05	treated
chr5	111478546	111478946	ENSMUSG00000050017	Pitpnb	phosphatidylinositol transfer protein, beta	Promoter (<=1kb)	0	0.614835835284583	3.85355546073799e-06	6.67189543083986e-05	treated
chr1	78635561	78635961	ENSMUSG00000032883	Acsl3	acyl-CoA synthetase long-chain family member 3	Promoter (<=1kb)	19	0.7110482001878621	3.8687013726046505e-06	6.6902010734286e-05	treated
chr8	80366159	80366559	ENSMUSG00000036990	Otud4	OTU domain containing 4	Promoter (<=1kb)	0	0.7522484171477299	3.880993631190339e-06	6.70353445387422e-05	treated
chr12	69629492	69629892	ENSMUSG00000049882	Vcpkmt	valosin containing protein lysine (K) methyltransferase	Promoter (<=1kb)	0	0.556669141965897	3.88861309285289e-06	6.708774710900689e-05	treated
chr18	57487795	57488195	ENSMUSG00000024594	Prrc1	proline-rich coiled-coil 1	Promoter (<=1kb)	0	0.669449225104385	3.96772288277877e-06	6.83719502650806e-05	treated
chr11	75478883	75479283	ENSMUSG00000017781	Pitpna	phosphatidylinositol transfer protein, alpha	Promoter (<=1kb)	0	0.575394209922146	3.98640127303236e-06	6.84635145785597e-05	treated
chr4	151128739	151129139	ENSMUSG00000028957	Per3	period circadian clock 3	Promoter (<=1kb)	0	0.6024010666695251	3.986458705312461e-06	6.84635145785597e-05	treated
chr6	29768432	29768832	ENSMUSG00000029772	Ahcyl2	S-adenosylhomocysteine hydrolase-like 2	Promoter (<=1kb)	0	0.688587036902414	3.98707549015262e-06	6.84635145785597e-05	treated
chr18	34910256	34910656	ENSMUSG00000038773	Kdm3b	KDM3B lysine (K)-specific demethylase 3B	Promoter (<=1kb)	195	0.6725288295553771	4.01350621169414e-06	6.8836571954379e-05	treated
chr14	121273263	121273663	ENSMUSG00000025555	Farp1	FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)	Promoter (<=1kb)	277	0.6507760813505229	4.02273905007261e-06	6.89141361856702e-05	treated
chr1	182109934	182110334	ENSMUSG00000038633	Degs1	delta(4)-desaturase, sphingolipid 1	Promoter (<=1kb)	32	0.64788101136027	4.05695024527775e-06	6.941892641919711e-05	treated
chr19	23664712	23665112	ENSMUSG00000074925	Ptar1	protein prenyltransferase alpha subunit repeat containing 1	Promoter (<=1kb)	0	0.7421756808980929	4.06665256895248e-06	6.950365313525091e-05	treated
chr5	34670981	34671381	ENSMUSG00000059866	Tnip2	TNFAIP3 interacting protein 2	Promoter (<=1kb)	0	0.577418805755587	4.09682427047059e-06	6.985943178646441e-05	treated
chr12	111679209	111679609	ENSMUSG00000049792	Bag5	BCL2-associated athanogene 5	Promoter (<=1kb)	0	0.659104573661111	4.09701930777761e-06	6.985943178646441e-05	treated
chr1	156386278	156386678	ENSMUSG00000026596	Abl2	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)	Promoter (<=1kb)	0	0.631194415529968	4.11502708134108e-06	6.99287507005491e-05	treated
chr18	73706005	73706405	ENSMUSG00000037253	Mex3c	mex3 RNA binding family member C	Promoter (<=1kb)	229	0.715003412763884	4.12065655166297e-06	6.99287507005491e-05	treated
chr6	66873455	66873855	ENSMUSG00000036402	Gng12	guanine nucleotide binding protein (G protein), gamma 12	Promoter (<=1kb)	-20	0.66147248856504	4.1212397106302695e-06	6.99287507005491e-05	treated
chr1	191058037	191058437	ENSMUSG00000026627	Pacc1	proton activated chloride channel 1	Promoter (<=1kb)	0	0.54801656493593	4.12498372211715e-06	6.99287507005491e-05	treated
chr1	72346546	72346946	ENSMUSG00000026187	Xrcc5	X-ray repair complementing defective repair in Chinese hamster cells 5	Promoter (<=1kb)	0	-0.812338553048697	4.133505875639029e-06	6.999211916736e-05	control
chr5	111565245	111565645	ENSMUSG00000070576	Mn1	meningioma 1	Promoter (<=1kb)	79	0.737700561923624	4.1405794974419e-06	7.003084167349711e-05	treated
chr7	81221160	81221560	ENSMUSG00000045795	Whamm	WAS protein homolog associated with actin, golgi membranes and microtubules	Promoter (<=1kb)	120	0.7036262081016071	4.1528091829394094e-06	7.015658007667839e-05	treated
chr17	85265741	85266141	ENSMUSG00000061130	Ppm1b	protein phosphatase 1B, magnesium dependent, beta isoform	Promoter (<=1kb)	312	0.6756908056240889	4.17491503739166e-06	7.02403295753791e-05	treated
chr2	29015073	29015473	ENSMUSG00000043535	Setx	senataxin	Promoter (<=1kb)	69	0.589090571696403	4.18149489089508e-06	7.02403295753791e-05	treated
chr17	5046319	5046719	ENSMUSG00000069729	Arid1b	AT rich interactive domain 1B (SWI-like)	Promoter (<=1kb)	970	0.7423339108159008	4.19064083633368e-06	7.02403295753791e-05	treated
chr11	45742759	45743159	ENSMUSG00000006169	Clint1	clathrin interactor 1	Promoter (<=1kb)	0	0.6985482855954529	4.19178393307729e-06	7.02403295753791e-05	treated
chr2	73044407	73044807	ENSMUSG00000027108	Ola1	Obg-like ATPase 1	Promoter (<=1kb)	0	0.6145107389400251	4.19370130345746e-06	7.02403295753791e-05	treated
chr3	108629291	108629691	ENSMUSG00000027883	Gpsm2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	Promoter (<=1kb)	0	0.5819512212062061	4.19477147801928e-06	7.02403295753791e-05	treated
chr2	165168069	165168469	ENSMUSG00000017670	Elmo2	engulfment and cell motility 2	Promoter (<=1kb)	0	0.5997800245255129	4.1969923160860495e-06	7.02403295753791e-05	treated
chr3	107603526	107603926	ENSMUSG00000027893	Ahcyl1	S-adenosylhomocysteine hydrolase-like 1	Promoter (<=1kb)	0	0.6070692603246789	4.1989685885337e-06	7.02403295753791e-05	treated
chr8	125739698	125740098	ENSMUSG00000056820	Tsnax	translin-associated factor X	Promoter (<=1kb)	0	0.6019655446840629	4.20097664924516e-06	7.02403295753791e-05	treated
chr9	70564085	70564485	ENSMUSG00000042444	Mindy2	MINDY lysine 48 deubiquitinase 2	Promoter (<=1kb)	0	0.6412540432065029	4.21085804014354e-06	7.032517480285389e-05	treated
chr6	125073080	125073480	ENSMUSG00000063870	Chd4	chromodomain helicase DNA binding protein 4	Promoter (<=1kb)	0	0.5985928952482471	4.24336613880416e-06	7.07626570346723e-05	treated
chr10	85752487	85752887	ENSMUSG00000035529	Prdm4	PR domain containing 4	Promoter (<=1kb)	0	0.642143543493521	4.24672678581287e-06	7.07626570346723e-05	treated
chr2	105229245	105229645	ENSMUSG00000005973	Rcn1	reticulocalbin 1	Promoter (<=1kb)	19	0.7642107329131259	4.2537064349622395e-06	7.079832212002e-05	treated
chr7	105048904	105049304	ENSMUSG00000044465	Fhip1b	FHF complex subunit HOOK interacting protein 1B	Promoter (<=1kb)	0	0.557463321590709	4.297928204710769e-06	7.145305640331658e-05	treated
chr8	124380908	124381308	ENSMUSG00000039960	Rhou	ras homolog family member U	Promoter (<=1kb)	240	0.593870258145891	4.30943872119256e-06	7.156309703864599e-05	treated
chr7	35453585	35453985	ENSMUSG00000043671	Dpy19l3	dpy-19-like 3 (C. elegans)	Promoter (<=1kb)	0	0.733537006279626	4.328260320719641e-06	7.17941592881274e-05	treated
chr10	53473307	53473707	ENSMUSG00000019857	Asf1a	anti-silencing function 1A histone chaperone	Promoter (<=1kb)	250	0.67521709273303	4.34932395471874e-06	7.203529046015559e-05	treated
chr10	85020890	85021290	ENSMUSG00000020038	Cry1	cryptochrome 1 (photolyase-like)	Promoter (<=1kb)	0	0.6505572558646421	4.35750716999457e-06	7.203529046015559e-05	treated
chr11	60769138	60769538	ENSMUSG00000043284	Tmem11	transmembrane protein 11	Promoter (<=1kb)	326	0.677702726232927	4.35756883508118e-06	7.203529046015559e-05	treated
chr1	155034382	155034782	ENSMUSG00000026470	Stx6	syntaxin 6	Promoter (<=1kb)	0	0.590785143332438	4.36840743291437e-06	7.21329579498163e-05	treated
chr10	80425844	80426244	ENSMUSG00000003346	Abhd17a	abhydrolase domain containing 17A	Promoter (<=1kb)	0	0.5631499538263629	4.38482603223705e-06	7.2322440644451e-05	treated
chr7	28135325	28135725	ENSMUSG00000109336	Samd4b	sterile alpha motif domain containing 4B	Promoter (<=1kb)	0	0.5515843103515911	4.39712690273333e-06	7.244365606642858e-05	treated
chr15	25622845	25623245	ENSMUSG00000022272	Myo10	myosin X	Promoter (<=1kb)	209	0.689208150268942	4.40519029928676e-06	7.24948639803884e-05	treated
chr4	44012576	44012976	ENSMUSG00000028478	Clta	clathrin, light polypeptide (Lca)	Promoter (<=1kb)	0	0.630307134359169	4.43531836138106e-06	7.290866025506171e-05	treated
chr1	92834830	92835230	ENSMUSG00000047067	Dusp28	dual specificity phosphatase 28	Promoter (<=1kb)	119	0.635517795825495	4.4859888459983495e-06	7.3658829199726e-05	treated
chr4	15265703	15266103	ENSMUSG00000043252	Tmem64	transmembrane protein 64	Promoter (<=1kb)	0	0.599077386591933	4.501633267296411e-06	7.38328415925409e-05	treated
chr11	5211322	5211722	ENSMUSG00000020393	Kremen1	kringle containing transmembrane protein 1	Promoter (<=1kb)	0	0.646886304844946	4.51566129614763e-06	7.39799829368867e-05	treated
chr9	114517878	114518278	ENSMUSG00000032435	Dync1li1	dynein cytoplasmic 1 light intermediate chain 1	Promoter (<=1kb)	0	0.62176726386698	4.52513880376986e-06	7.40523274039743e-05	treated
chr13	100753145	100753545	ENSMUSG00000021636	Marveld2	MARVEL (membrane-associating) domain containing 2	Promoter (<=1kb)	0	0.56326748772252	4.54203722307453e-06	7.424581516601149e-05	treated
chr6	89620955	89621355	ENSMUSG00000000811	Txnrd3	thioredoxin reductase 3	Promoter (<=1kb)	0	0.5955898525930711	4.55786743861325e-06	7.442142927110691e-05	treated
chr12	64964602	64965002	ENSMUSG00000047227	Gm527	predicted gene 527	Promoter (<=1kb)	0	0.6797530355364471	4.5718941303101605e-06	7.448511634541159e-05	treated
chr1	91422303	91422703	ENSMUSG00000034292	Traf3ip1	TRAF3 interacting protein 1	Promoter (<=1kb)	0	0.55791626377549	4.57195040862472e-06	7.448511634541159e-05	treated
chr16	10652842	10653242	ENSMUSG00000037991	Rmi2	RecQ mediated genome instability 2	Promoter (<=1kb)	0	0.657646127368038	4.5791337401989095e-06	7.45191619789879e-05	treated
chr18	46658441	46658841	ENSMUSG00000033319	Fem1c	fem 1 homolog c	Promoter (<=1kb)	197	0.6843295350765911	4.58998929932329e-06	7.46128260545552e-05	treated
chr17	56933585	56933985	ENSMUSG00000041168	Lonp1	lon peptidase 1, mitochondrial	Promoter (<=1kb)	0	0.576694672943731	4.60162832226183e-06	7.4719003723297e-05	treated
chr4	34882593	34882993	ENSMUSG00000039967	Zfp292	zinc finger protein 292	Promoter (<=1kb)	0	0.6744246930503149	4.64596575940784e-06	7.53552982928345e-05	treated
chr1	36978282	36978682	ENSMUSG00000026116	Tmem131	transmembrane protein 131	Promoter (<=1kb)	0	0.7184982377106391	4.664301573458451e-06	7.55665909983092e-05	treated
chr5	139135899	139136299	ENSMUSG00000025857	Dnaaf5	dynein, axonemal assembly factor 5	Promoter (<=1kb)	0	0.641767145383191	4.6693850356539e-06	7.55665909983092e-05	treated
chr8	124709229	124709629	ENSMUSG00000031974	Abcb10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	Promoter (<=1kb)	232	0.618496843421828	4.67662155134487e-06	7.55665909983092e-05	treated
chr15	38975735	38976135	ENSMUSG00000022299	Slc25a32	solute carrier family 25, member 32	Promoter (<=1kb)	0	0.600418180819844	4.68266362979068e-06	7.55665909983092e-05	treated
chr4	4792822	4793222	ENSMUSG00000066324	Bpnt2	3'(2'), 5'-bisphosphate nucleotidase 2	Promoter (<=1kb)	84	0.648206384258516	4.68481873106401e-06	7.55665909983092e-05	treated
chr9	77824716	77825116	ENSMUSG00000032349	Elovl5	ELOVL family member 5, elongation of long chain fatty acids (yeast)	Promoter (<=1kb)	69	0.652524713913853	4.69510870032946e-06	7.56491633103745e-05	treated
chr5	89034898	89035298	ENSMUSG00000060961	Slc4a4	solute carrier family 4 (anion exchanger), member 4	Promoter (<=1kb)	0	0.593349062522875	4.714608471277079e-06	7.587978210647271e-05	treated
chr10	116785920	116786320	ENSMUSG00000064181	Rab3ip	RAB3A interacting protein	Promoter (<=1kb)	38	0.7101892207274699	4.74965319338928e-06	7.635980903218141e-05	treated
chr19	20579217	20579617	ENSMUSG00000053279	Aldh1a1	aldehyde dehydrogenase family 1, subfamily A1	Promoter (<=1kb)	0	-1.1523833943659398	4.76909055721102e-06	7.65881392447829e-05	control
chr17	28532462	28532862	ENSMUSG00000007570	Fance	Fanconi anemia, complementation group E	Promoter (<=1kb)	0	0.599631758703164	4.77619589719806e-06	7.66181425175522e-05	treated
chr9	59393272	59393672	ENSMUSG00000025234	Arih1	ariadne RBR E3 ubiquitin protein ligase 1	Promoter (<=1kb)	0	0.7582442123157759	4.81074030313602e-06	7.694684702831441e-05	treated
chr10	95396698	95397098	ENSMUSG00000092867	Mir3058	microRNA 3058	Promoter (1-2kb)	-1515	-1.15316236275647	4.81837459293097e-06	7.694684702831441e-05	control
chr2	153133252	153133652	ENSMUSG00000027475	Kif3b	kinesin family member 3B	Promoter (<=1kb)	0	0.558071887800417	4.820956230546411e-06	7.694684702831441e-05	treated
chr4	122889887	122890287	ENSMUSG00000028654	Mycl	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived	Promoter (<=1kb)	163	0.542802146472091	4.82298419172688e-06	7.694684702831441e-05	treated
chr11	45835476	45835876	ENSMUSG00000044847	Lsm11	U7 snRNP-specific Sm-like protein LSM11	Promoter (<=1kb)	0	0.583327312038358	4.8386919235313204e-06	7.71133582148836e-05	treated
chr11	117763965	117764365	ENSMUSG00000017713	Tha1	threonine aldolase 1	Promoter (<=1kb)	0	0.6316699059289711	4.85411708079239e-06	7.72750085875872e-05	treated
chr6	30304200	30304600	ENSMUSG00000039159	Ube2h	ubiquitin-conjugating enzyme E2H	Promoter (<=1kb)	0	0.594009136081967	4.895506563561309e-06	7.7825783688123e-05	treated
chr17	29768682	29769082	ENSMUSG00000042203	Tbc1d22b	TBC1 domain family, member 22B	Promoter (<=1kb)	0	0.593484587746408	4.89935384666857e-06	7.7825783688123e-05	treated
chr9	122850319	122850719	ENSMUSG00000066233	Tmem42	transmembrane protein 42	Promoter (<=1kb)	0	0.649857735142655	4.90801247808405e-06	7.787876632794979e-05	treated
chr10	96453060	96453460	ENSMUSG00000036478	Btg1	BTG anti-proliferation factor 1	Promoter (<=1kb)	197	0.7065633888289391	4.92227056790355e-06	7.802038830815699e-05	treated
chr14	55101281	55101681	ENSMUSG00000057156	Homez	homeodomain leucine zipper-encoding gene	Promoter (<=1kb)	0	0.574395398991802	4.9588994626217205e-06	7.85159081581773e-05	treated
chr8	122317206	122317606	ENSMUSG00000031812	Map1lc3b	microtubule-associated protein 1 light chain 3 beta	Promoter (<=1kb)	29	0.6392282702751441	4.96538028004934e-06	7.85178813988785e-05	treated
chr4	86666864	86667264	ENSMUSG00000038024	Dennd4c	DENN/MADD domain containing 4C	Promoter (<=1kb)	72	0.6399654111922939	4.969757906723269e-06	7.85178813988785e-05	treated
chr4	47353491	47353891	ENSMUSG00000007613	Tgfbr1	transforming growth factor, beta receptor I	Promoter (<=1kb)	269	0.684288615484561	4.977440989520901e-06	7.85544354656859e-05	treated
chr3	97920837	97921237	ENSMUSG00000027878	Notch2	notch 2	Promoter (<=1kb)	0	0.686015276943717	5.01002901473258e-06	7.89835393163122e-05	treated
chr17	56469505	56469905	ENSMUSG00000044469	Tnfaip8l1	tumor necrosis factor, alpha-induced protein 8-like 1	Promoter (<=1kb)	14	-0.722975233556423	5.01915567730237e-06	7.90335861004382e-05	control
chr16	28747752	28748152	ENSMUSG00000051065	Mb21d2	Mab-21 domain containing 2	Promoter (<=1kb)	298	0.699151959133908	5.0240078655781e-06	7.90335861004382e-05	treated
chr8	110463938	110464338	ENSMUSG00000069895	Atxn1l	ataxin 1-like	Promoter (<=1kb)	74	0.59722499043633	5.0305264207471196e-06	7.90511294688832e-05	treated
chr7	113716643	113717043	ENSMUSG00000055723	Rras2	related RAS viral (r-ras) oncogene 2	Promoter (<=1kb)	0	0.688687410434166	5.05917868517006e-06	7.941607742922529e-05	treated
chr12	79053571	79053971	ENSMUSG00000046157	Tmem229b	transmembrane protein 229B	Promoter (<=1kb)	80	0.748450009047716	5.09350875399656e-06	7.98692744597746e-05	treated
chr10	127928557	127928957	ENSMUSG00000040054	Baz2a	bromodomain adjacent to zinc finger domain, 2A	Promoter (<=1kb)	0	0.667912717390465	5.09944128632172e-06	7.98766873863885e-05	treated
chr10	7832176	7832576	ENSMUSG00000015755	Tab2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	Promoter (<=1kb)	-289	0.6271101596237451	5.11322626002994e-06	7.997402331326121e-05	treated
chr4	136329531	136329931	ENSMUSG00000036940	Kdm1a	lysine (K)-specific demethylase 1A	Promoter (<=1kb)	103	0.713109490444445	5.118735717556289e-06	7.997402331326121e-05	treated
chr6	147377499	147377899	ENSMUSG00000030301	Ccdc91	coiled-coil domain containing 91	Promoter (<=1kb)	0	0.59485177644044	5.12205467153286e-06	7.997402331326121e-05	treated
chr5	100968491	100968891	ENSMUSG00000035234	Abraxas1	BRCA1 A complex subunit	Promoter (<=1kb)	0	0.6079777309947622	5.167280230468509e-06	8.05941468782029e-05	treated
chr16	16417600	16418000	ENSMUSG00000022788	Fgd4	FYVE, RhoGEF and PH domain containing 4	Promoter (<=1kb)	0	0.641178548914036	5.18551781640282e-06	8.072868977809691e-05	treated
chr1	36107454	36107854	ENSMUSG00000045216	Hs6st1	heparan sulfate 6-O-sulfotransferase 1	Promoter (<=1kb)	0	0.6779450748843371	5.18694247378066e-06	8.072868977809691e-05	treated
chr6	143112901	143113301	ENSMUSG00000030275	Etnk1	ethanolamine kinase 1	Promoter (<=1kb)	0	0.6391584360194399	5.199974336365809e-06	8.07740420297468e-05	treated
